"Ukazatel","IndicatorType","Druh PHM","CENPHM","Týdny","CASTPHM","Území","Uz0","Hodnota"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 03. týden 2020","2020-W03","Česko","CZ","32.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 04. týden 2020","2020-W04","Česko","CZ","31.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 05. týden 2020","2020-W05","Česko","CZ","31.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 06. týden 2020","2020-W06","Česko","CZ","31.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 07. týden 2020","2020-W07","Česko","CZ","31.37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 08. týden 2020","2020-W08","Česko","CZ","31.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 09. týden 2020","2020-W09","Česko","CZ","31.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 10. týden 2020","2020-W10","Česko","CZ","31.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 11. týden 2020","2020-W11","Česko","CZ","30.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 12. týden 2020","2020-W12","Česko","CZ","29.85"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 13. týden 2020","2020-W13","Česko","CZ","28.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 14. týden 2020","2020-W14","Česko","CZ","27.92"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 15. týden 2020","2020-W15","Česko","CZ","27.305"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 17. týden 2020","2020-W17","Česko","CZ","26.73"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 18. týden 2020","2020-W18","Česko","CZ","26.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 19. týden 2020","2020-W19","Česko","CZ","25.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 20. týden 2020","2020-W20","Česko","CZ","25.6"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 21. týden 2020","2020-W21","Česko","CZ","25.76"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 22. týden 2020","2020-W22","Česko","CZ","25.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 23. týden 2020","2020-W23","Česko","CZ","25.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 24. týden 2020","2020-W24","Česko","CZ","26.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 25. týden 2020","2020-W25","Česko","CZ","26.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 26. týden 2020","2020-W26","Česko","CZ","26.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 27. týden 2020","2020-W27","Česko","CZ","26.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 28. týden 2020","2020-W28","Česko","CZ","27.25"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 29. týden 2020","2020-W29","Česko","CZ","27.38"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 30. týden 2020","2020-W30","Česko","CZ","27.62"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 31. týden 2020","2020-W31","Česko","CZ","27.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 32. týden 2020","2020-W32","Česko","CZ","27.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 33. týden 2020","2020-W33","Česko","CZ","27.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 34. týden 2020","2020-W34","Česko","CZ","27.55"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 35. týden 2020","2020-W35","Česko","CZ","27.46"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 36. týden 2020","2020-W36","Česko","CZ","27.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 37. týden 2020","2020-W37","Česko","CZ","27.38"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 38. týden 2020","2020-W38","Česko","CZ","27.19"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 39. týden 2020","2020-W39","Česko","CZ","27.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 40. týden 2020","2020-W40","Česko","CZ","27.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 41. týden 2020","2020-W41","Česko","CZ","27.089"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 42. týden 2020","2020-W42","Česko","CZ","27.13"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 43. týden 2020","2020-W43","Česko","CZ","27.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 44. týden 2020","2020-W44","Česko","CZ","27.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 45. týden 2020","2020-W45","Česko","CZ","27.26"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 46. týden 2020","2020-W46","Česko","CZ","27.12"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 47. týden 2020","2020-W47","Česko","CZ","27.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 48. týden 2020","2020-W48","Česko","CZ","27.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 49. týden 2020","2020-W49","Česko","CZ","27.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 50. týden 2020","2020-W50","Česko","CZ","27.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 51. týden 2020","2020-W51","Česko","CZ","27.55"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 01. týden 2021","2021-W01","Česko","CZ","27.54"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 02. týden 2021","2021-W02","Česko","CZ","27.38"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 03. týden 2021","2021-W03","Česko","CZ","27.48"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 04. týden 2021","2021-W04","Česko","CZ","27.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 05. týden 2021","2021-W05","Česko","CZ","27.51"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 06. týden 2021","2021-W06","Česko","CZ","27.71"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 07. týden 2021","2021-W07","Česko","CZ","27.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 08. týden 2021","2021-W08","Česko","CZ","27.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 09. týden 2021","2021-W09","Česko","CZ","28.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 10. týden 2021","2021-W10","Česko","CZ","28.69"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 11. týden 2021","2021-W11","Česko","CZ","29.38"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 12. týden 2021","2021-W12","Česko","CZ","29.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 13. týden 2021","2021-W13","Česko","CZ","29.72"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 15. týden 2021","2021-W15","Česko","CZ","29.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 16. týden 2021","2021-W16","Česko","CZ","29.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 17. týden 2021","2021-W17","Česko","CZ","29.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 18. týden 2021","2021-W18","Česko","CZ","29.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 19. týden 2021","2021-W19","Česko","CZ","29.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 20. týden 2021","2021-W20","Česko","CZ","30.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 21. týden 2021","2021-W21","Česko","CZ","30.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 22. týden 2021","2021-W22","Česko","CZ","30.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 23. týden 2021","2021-W23","Česko","CZ","30.25"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 24. týden 2021","2021-W24","Česko","CZ","30.4"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 25. týden 2021","2021-W25","Česko","CZ","30.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 26. týden 2021","2021-W26","Česko","CZ","30.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 28. týden 2021","2021-W28","Česko","CZ","31.53"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 29. týden 2021","2021-W29","Česko","CZ","31.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 30. týden 2021","2021-W30","Česko","CZ","31.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 31. týden 2021","2021-W31","Česko","CZ","31.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 32. týden 2021","2021-W32","Česko","CZ","31.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 33. týden 2021","2021-W33","Česko","CZ","31.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 34. týden 2021","2021-W34","Česko","CZ","31.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 35. týden 2021","2021-W35","Česko","CZ","31.62"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 36. týden 2021","2021-W36","Česko","CZ","31.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 37. týden 2021","2021-W37","Česko","CZ","31.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 38. týden 2021","2021-W38","Česko","CZ","31.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 39. týden 2021","2021-W39","Česko","CZ","32.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 40. týden 2021","2021-W40","Česko","CZ","32.72"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 41. týden 2021","2021-W41","Česko","CZ","33.97"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 42. týden 2021","2021-W42","Česko","CZ","34.77"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 43. týden 2021","2021-W43","Česko","CZ","35.49"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 44. týden 2021","2021-W44","Česko","CZ","35.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 45. týden 2021","2021-W45","Česko","CZ","36.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 46. týden 2021","2021-W46","Česko","CZ","36.13"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 47. týden 2021","2021-W47","Česko","CZ","36.03"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 48. týden 2021","2021-W48","Česko","CZ","35.86"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 49. týden 2021","2021-W49","Česko","CZ","35.69"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 50. týden 2021","2021-W50","Česko","CZ","35.39"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 01. týden 2022","2022-W01","Česko","CZ","35.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 02. týden 2022","2022-W02","Česko","CZ","34.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 03. týden 2022","2022-W03","Česko","CZ","35.04"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 04. týden 2022","2022-W04","Česko","CZ","35.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 05. týden 2022","2022-W05","Česko","CZ","35.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 06. týden 2022","2022-W06","Česko","CZ","35.87"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 07. týden 2022","2022-W07","Česko","CZ","36.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 08. týden 2022","2022-W08","Česko","CZ","36.47"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 09. týden 2022","2022-W09","Česko","CZ","38.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 10. týden 2022","2022-W10","Česko","CZ","46.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 11. týden 2022","2022-W11","Česko","CZ","49.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 12. týden 2022","2022-W12","Česko","CZ","45.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 13. týden 2022","2022-W13","Česko","CZ","47.25"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 14. týden 2022","2022-W14","Česko","CZ","46.84"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 15. týden 2022","2022-W15","Česko","CZ","45.41"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 16. týden 2022","2022-W16","Česko","CZ","44.58"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 17. týden 2022","2022-W17","Česko","CZ","44.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 18. týden 2022","2022-W18","Česko","CZ","45.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 19. týden 2022","2022-W19","Česko","CZ","46.39"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 20. týden 2022","2022-W20","Česko","CZ","46.24"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 21. týden 2022","2022-W21","Česko","CZ","46.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 22. týden 2022","2022-W22","Česko","CZ","46.03"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 23. týden 2022","2022-W23","Česko","CZ","45.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 24. týden 2022","2022-W24","Česko","CZ","46.62"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 25. týden 2022","2022-W25","Česko","CZ","47.83"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 26. týden 2022","2022-W26","Česko","CZ","48.19"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 27. týden 2022","2022-W27","Česko","CZ","48.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 28. týden 2022","2022-W28","Česko","CZ","47.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 29. týden 2022","2022-W29","Česko","CZ","47.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 30. týden 2022","2022-W30","Česko","CZ","46.48"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 31. týden 2022","2022-W31","Česko","CZ","45.39"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 32. týden 2022","2022-W32","Česko","CZ","44.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 33. týden 2022","2022-W33","Česko","CZ","42.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 34. týden 2022","2022-W34","Česko","CZ","42.36"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 35. týden 2022","2022-W35","Česko","CZ","44.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 36. týden 2022","2022-W36","Česko","CZ","45.48"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 37. týden 2022","2022-W37","Česko","CZ","44.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 38. týden 2022","2022-W38","Česko","CZ","44.19"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 39. týden 2022","2022-W39","Česko","CZ","43.1"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 40. týden 2022","2022-W40","Česko","CZ","42.95"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 41. týden 2022","2022-W41","Česko","CZ","44.33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 42. týden 2022","2022-W42","Česko","CZ","46.48"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 43. týden 2022","2022-W43","Česko","CZ","47.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 44. týden 2022","2022-W44","Česko","CZ","47.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 45. týden 2022","2022-W45","Česko","CZ","46.3"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 46. týden 2022","2022-W46","Česko","CZ","45.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 47. týden 2022","2022-W47","Česko","CZ","43.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 48. týden 2022","2022-W48","Česko","CZ","41.46"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 49. týden 2022","2022-W49","Česko","CZ","40.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 50. týden 2022","2022-W50","Česko","CZ","38.34"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 51. týden 2022","2022-W51","Česko","CZ","37.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 01. týden 2023","2023-W01","Česko","CZ","37.8"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 02. týden 2023","2023-W02","Česko","CZ","37.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 03. týden 2023","2023-W03","Česko","CZ","37.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 04. týden 2023","2023-W04","Česko","CZ","37.27"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 05. týden 2023","2023-W05","Česko","CZ","37.6"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 06. týden 2023","2023-W06","Česko","CZ","37.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 07. týden 2023","2023-W07","Česko","CZ","36.8"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 08. týden 2023","2023-W08","Česko","CZ","36.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 09. týden 2023","2023-W09","Česko","CZ","36.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 10. týden 2023","2023-W10","Česko","CZ","36.22"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 11. týden 2023","2023-W11","Česko","CZ","36.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 12. týden 2023","2023-W12","Česko","CZ","35.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 13. týden 2023","2023-W13","Česko","CZ","35.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 14. týden 2023","2023-W14","Česko","CZ","35.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 15. týden 2023","2023-W15","Česko","CZ","34.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 16. týden 2023","2023-W16","Česko","CZ","34.34"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 17. týden 2023","2023-W17","Česko","CZ","33.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 18. týden 2023","2023-W18","Česko","CZ","32.91"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 19. týden 2023","2023-W19","Česko","CZ","32.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 20. týden 2023","2023-W20","Česko","CZ","31.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 21. týden 2023","2023-W21","Česko","CZ","31.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 22. týden 2023","2023-W22","Česko","CZ","31.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 23. týden 2023","2023-W23","Česko","CZ","31.31"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 24. týden 2023","2023-W24","Česko","CZ","31.4"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 25. týden 2023","2023-W25","Česko","CZ","31.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 26. týden 2023","2023-W26","Česko","CZ","32.43"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 27. týden 2023","2023-W27","Česko","CZ","32.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 28. týden 2023","2023-W28","Česko","CZ","32.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 29. týden 2023","2023-W29","Česko","CZ","32.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 30. týden 2023","2023-W30","Česko","CZ","32.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 31. týden 2023","2023-W31","Česko","CZ","33.33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 32. týden 2023","2023-W32","Česko","CZ","36.44"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 33. týden 2023","2023-W33","Česko","CZ","37.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 34. týden 2023","2023-W34","Česko","CZ","37.77"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 35. týden 2023","2023-W35","Česko","CZ","37.95"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 36. týden 2023","2023-W36","Česko","CZ","38.15"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 37. týden 2023","2023-W37","Česko","CZ","38.45"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 38. týden 2023","2023-W38","Česko","CZ","39.94"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 39. týden 2023","2023-W39","Česko","CZ","40.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 40. týden 2023","2023-W40","Česko","CZ","40.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 41. týden 2023","2023-W41","Česko","CZ","40.38"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 42. týden 2023","2023-W42","Česko","CZ","39.89"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 43. týden 2023","2023-W43","Česko","CZ","39.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 44. týden 2023","2023-W44","Česko","CZ","39.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 45. týden 2023","2023-W45","Česko","CZ","39.4"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 46. týden 2023","2023-W46","Česko","CZ","39.13"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 47. týden 2023","2023-W47","Česko","CZ","38.46"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 48. týden 2023","2023-W48","Česko","CZ","37.82"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 49. týden 2023","2023-W49","Česko","CZ","37.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 50. týden 2023","2023-W50","Česko","CZ","36.93"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 51. týden 2023","2023-W51","Česko","CZ","36.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 01. týden 2024","2024-W01","Česko","CZ","36.43"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 02. týden 2024","2024-W02","Česko","CZ","36.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 03. týden 2024","2024-W03","Česko","CZ","36.19"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 04. týden 2024","2024-W04","Česko","CZ","36.53"
