"Ukazatel","IndicatorType","Druh PHM","CENPHM","Týdny","CASTPHM","Území","Uz0","Hodnota"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 05. týden 2024","2024-W05","Česko","CZ","36.8"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 06. týden 2024","2024-W06","Česko","CZ","37.3"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 07. týden 2024","2024-W07","Česko","CZ","37.67"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 08. týden 2024","2024-W08","Česko","CZ","38.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 09. týden 2024","2024-W09","Česko","CZ","38.76"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 10. týden 2024","2024-W10","Česko","CZ","38.7"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 11. týden 2024","2024-W11","Česko","CZ","38.53"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 12. týden 2024","2024-W12","Česko","CZ","38.45"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 13. týden 2024","2024-W13","Česko","CZ","38.53"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 14. týden 2024","2024-W14","Česko","CZ","38.72"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 15. týden 2024","2024-W15","Česko","CZ","39.14"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 16. týden 2024","2024-W16","Česko","CZ","39.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 17. týden 2024","2024-W17","Česko","CZ","39.32"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 18. týden 2024","2024-W18","Česko","CZ","39.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 19. týden 2024","2024-W19","Česko","CZ","38.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 20. týden 2024","2024-W20","Česko","CZ","38.03"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 21. týden 2024","2024-W21","Česko","CZ","37.51"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 22. týden 2024","2024-W22","Česko","CZ","37.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 23. týden 2024","2024-W23","Česko","CZ","36.79"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 24. týden 2024","2024-W24","Česko","CZ","36.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 25. týden 2024","2024-W25","Česko","CZ","35.86"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 26. týden 2024","2024-W26","Česko","CZ","36.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 27. týden 2024","2024-W27","Česko","CZ","37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 28. týden 2024","2024-W28","Česko","CZ","37.33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 29. týden 2024","2024-W29","Česko","CZ","37.33"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 30. týden 2024","2024-W30","Česko","CZ","37.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 31. týden 2024","2024-W31","Česko","CZ","36.84"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 32. týden 2024","2024-W32","Česko","CZ","36.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 33. týden 2024","2024-W33","Česko","CZ","36.17"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 34. týden 2024","2024-W34","Česko","CZ","35.98"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 35. týden 2024","2024-W35","Česko","CZ","35.54"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 36. týden 2024","2024-W36","Česko","CZ","35.24"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 37. týden 2024","2024-W37","Česko","CZ","34.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 38. týden 2024","2024-W38","Česko","CZ","33.85"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 39. týden 2024","2024-W39","Česko","CZ","33.73"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 40. týden 2024","2024-W40","Česko","CZ","33.64"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 41. týden 2024","2024-W41","Česko","CZ","33.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 42. týden 2024","2024-W42","Česko","CZ","34.18"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 43. týden 2024","2024-W43","Česko","CZ","34.42"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 44. týden 2024","2024-W44","Česko","CZ","34.51"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 45. týden 2024","2024-W45","Česko","CZ","34.41"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 46. týden 2024","2024-W46","Česko","CZ","34.4"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 47. týden 2024","2024-W47","Česko","CZ","34.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 48. týden 2024","2024-W48","Česko","CZ","35.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 49. týden 2024","2024-W49","Česko","CZ","35.26"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 50. týden 2024","2024-W50","Česko","CZ","35.21"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 51. týden 2024","2024-W51","Česko","CZ","34.92"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 02. týden 2025","2025-W02","Česko","CZ","35.24"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 03. týden 2025","2025-W03","Česko","CZ","35.49"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 04. týden 2025","2025-W04","Česko","CZ","36.08"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 05. týden 2025","2025-W05","Česko","CZ","36.37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 06. týden 2025","2025-W06","Česko","CZ","36.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 07. týden 2025","2025-W07","Česko","CZ","35.96"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 08. týden 2025","2025-W08","Česko","CZ","36.05"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 09. týden 2025","2025-W09","Česko","CZ","36.04"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 10. týden 2025","2025-W10","Česko","CZ","35.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 11. týden 2025","2025-W11","Česko","CZ","35.2"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 12. týden 2025","2025-W12","Česko","CZ","34.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 13. týden 2025","2025-W13","Česko","CZ","34.35"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 14. týden 2025","2025-W14","Česko","CZ","34.34"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 15. týden 2025","2025-W15","Česko","CZ","34.37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 16. týden 2025","2025-W16","Česko","CZ","33.52"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 17. týden 2025","2025-W17","Česko","CZ","33.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 18. týden 2025","2025-W18","Česko","CZ","33.13"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 19. týden 2025","2025-W19","Česko","CZ","32.9"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 20. týden 2025","2025-W20","Česko","CZ","32.65"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 21. týden 2025","2025-W21","Česko","CZ","32.57"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 22. týden 2025","2025-W22","Česko","CZ","32.56"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 23. týden 2025","2025-W23","Česko","CZ","32.53"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 24. týden 2025","2025-W24","Česko","CZ","32.51"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 25. týden 2025","2025-W25","Česko","CZ","32.63"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 26. týden 2025","2025-W26","Česko","CZ","33.71"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 27. týden 2025","2025-W27","Česko","CZ","33.81"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 28. týden 2025","2025-W28","Česko","CZ","33.74"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 29. týden 2025","2025-W29","Česko","CZ","33.98"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 30. týden 2025","2025-W30","Česko","CZ","34.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 31. týden 2025","2025-W31","Česko","CZ","34.07"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 32. týden 2025","2025-W32","Česko","CZ","34.06"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 33. týden 2025","2025-W33","Česko","CZ","33.88"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 34. týden 2025","2025-W34","Česko","CZ","33.34"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 35. týden 2025","2025-W35","Česko","CZ","33.09"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 36. týden 2025","2025-W36","Česko","CZ","33.02"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 37. týden 2025","2025-W37","Česko","CZ","33.17"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 38. týden 2025","2025-W38","Česko","CZ","33.23"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 39. týden 2025","2025-W39","Česko","CZ","33.25"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 40. týden 2025","2025-W40","Česko","CZ","33.29"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 41. týden 2025","2025-W41","Česko","CZ","33.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 42. týden 2025","2025-W42","Česko","CZ","33.28"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 43. týden 2025","2025-W43","Česko","CZ","32.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 44. týden 2025","2025-W44","Česko","CZ","32.99"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 45. týden 2025","2025-W45","Česko","CZ","33.37"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 46. týden 2025","2025-W46","Česko","CZ","33.76"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 47. týden 2025","2025-W47","Česko","CZ","34.26"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 48. týden 2025","2025-W48","Česko","CZ","34.75"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 49. týden 2025","2025-W49","Česko","CZ","34.61"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 50. týden 2025","2025-W50","Česko","CZ","34.01"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 51. týden 2025","2025-W51","Česko","CZ","33.47"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 52. týden 2025","2025-W52","Česko","CZ","32.72"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 01. týden 2026","2026-W01","Česko","CZ","32.66"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 02. týden 2026","2026-W02","Česko","CZ","32.5"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 03. týden 2026","2026-W03","Česko","CZ","32.36"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 04. týden 2026","2026-W04","Česko","CZ","32.34"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 05. týden 2026","2026-W05","Česko","CZ","32.53"
"Průměrná cena pohonných hmot (Kč/litr)","6621T","Motorová nafta","0722101"," 06. týden 2026","2026-W06","Česko","CZ","32.82"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 02. týden 2025","2025-W02","Česko","CZ","100.9"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 03. týden 2025","2025-W03","Česko","CZ","100.7"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 04. týden 2025","2025-W04","Česko","CZ","101.7"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 05. týden 2025","2025-W05","Česko","CZ","100.8"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 06. týden 2025","2025-W06","Česko","CZ","99"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 07. týden 2025","2025-W07","Česko","CZ","99.9"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 08. týden 2025","2025-W08","Česko","CZ","100.3"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 09. týden 2025","2025-W09","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 10. týden 2025","2025-W10","Česko","CZ","98.9"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 11. týden 2025","2025-W11","Česko","CZ","98.7"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 12. týden 2025","2025-W12","Česko","CZ","98.3"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 13. týden 2025","2025-W13","Česko","CZ","99.2"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 14. týden 2025","2025-W14","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 15. týden 2025","2025-W15","Česko","CZ","100.1"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 16. týden 2025","2025-W16","Česko","CZ","97.5"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 17. týden 2025","2025-W17","Česko","CZ","99.1"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 18. týden 2025","2025-W18","Česko","CZ","99.7"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 19. týden 2025","2025-W19","Česko","CZ","99.3"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 20. týden 2025","2025-W20","Česko","CZ","99.2"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 21. týden 2025","2025-W21","Česko","CZ","99.8"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 22. týden 2025","2025-W22","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 23. týden 2025","2025-W23","Česko","CZ","99.9"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 24. týden 2025","2025-W24","Česko","CZ","99.9"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 25. týden 2025","2025-W25","Česko","CZ","100.4"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 26. týden 2025","2025-W26","Česko","CZ","103.3"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 27. týden 2025","2025-W27","Česko","CZ","100.3"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 28. týden 2025","2025-W28","Česko","CZ","99.8"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 29. týden 2025","2025-W29","Česko","CZ","100.7"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 30. týden 2025","2025-W30","Česko","CZ","100.1"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 31. týden 2025","2025-W31","Česko","CZ","100.2"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 32. týden 2025","2025-W32","Česko","CZ","100"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 33. týden 2025","2025-W33","Česko","CZ","99.5"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 34. týden 2025","2025-W34","Česko","CZ","98.4"
"Index cen pohonných hmot (%)","6621TI","Motorová nafta","0722101"," 35. týden 2025","2025-W35","Česko","CZ","99.3"
